participant_id,timestamp,clip_id,dataset_key,reference_option,candidate_options,contact_rank1_option,contact_rank1_method,contact_rank2_option,contact_rank2_method,contact_rank3_option,contact_rank3_method,reaction_rank1_option,reaction_rank1_method,reaction_rank2_option,reaction_rank2_method,reaction_rank3_option,reaction_rank3_method,realism_rank1_option,realism_rank1_method,realism_rank2_option,realism_rank2_method,realism_rank3_option,realism_rank3_method
ponus,2026-05-06T22:26:35,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
ponus,2026-05-06T22:26:35,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline,C,hireact,C,hireact,B,baseline,A,hireact_star
ponus,2026-05-06T22:26:35,clip_009,G053T000A000R004,D,"A,B,C",C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline
ponus,2026-05-06T22:26:35,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline
ccwang,2026-05-06T22:50:27,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star
ccwang,2026-05-06T22:50:27,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,B,baseline,C,hireact,A,hireact_star,C,hireact,A,hireact_star,B,baseline
ccwang,2026-05-06T22:50:27,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,C,baseline,A,hireact_star,B,hireact,A,hireact_star,C,baseline
ccwang,2026-05-06T22:50:27,clip_004,G027T004A021R004,D,"A,B,C",C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star
ccwang,2026-05-06T22:50:27,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star
ccwang,2026-05-06T22:50:27,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline
ccwang,2026-05-06T22:50:27,clip_007,G043T003A016R010,D,"A,B,C",C,hireact,A,baseline,B,hireact_star,C,hireact,B,hireact_star,A,baseline,C,hireact,A,baseline,B,hireact_star
ccwang,2026-05-06T22:50:27,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,A,hireact_star,C,hireact,C,hireact,B,baseline,A,hireact_star,B,baseline,C,hireact,A,hireact_star
ccwang,2026-05-06T22:50:27,clip_009,G053T000A000R004,D,"A,B,C",C,hireact_star,B,hireact,A,baseline,B,hireact,A,baseline,C,hireact_star,C,hireact_star,A,baseline,B,hireact
ccwang,2026-05-06T22:50:27,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
csw01,2026-05-07T00:17:01,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
csw01,2026-05-07T00:17:01,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:01,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline
csw01,2026-05-07T00:17:01,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,B,hireact,A,hireact_star,C,baseline,A,hireact_star,B,hireact,C,baseline
csw01,2026-05-07T00:17:01,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:01,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:01,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
csw01,2026-05-07T00:17:01,clip_008,G053T000A000R001,D,"A,B,C",A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline
csw01,2026-05-07T00:17:01,clip_009,G053T000A000R004,D,"A,B,C",C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline
csw01,2026-05-07T00:17:01,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:06,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
csw01,2026-05-07T00:17:06,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:06,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline
csw01,2026-05-07T00:17:06,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,B,hireact,A,hireact_star,C,baseline,A,hireact_star,B,hireact,C,baseline
csw01,2026-05-07T00:17:06,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:06,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
csw01,2026-05-07T00:17:06,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
csw01,2026-05-07T00:17:06,clip_008,G053T000A000R001,D,"A,B,C",A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline
csw01,2026-05-07T00:17:06,clip_009,G053T000A000R004,D,"A,B,C",C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline
csw01,2026-05-07T00:17:06,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
ac0111,2026-05-07T01:02:08,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star
ac0111,2026-05-07T01:02:08,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
ac0111,2026-05-07T01:02:08,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline
ac0111,2026-05-07T01:02:08,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,C,baseline,B,hireact,C,baseline,A,hireact_star,B,hireact,A,hireact_star,C,baseline,B,hireact
ac0111,2026-05-07T01:02:08,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact
ac0111,2026-05-07T01:02:08,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
ac0111,2026-05-07T01:02:08,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
ac0111,2026-05-07T01:02:08,clip_008,G053T000A000R001,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact
ac0111,2026-05-07T01:02:08,clip_009,G053T000A000R004,D,"A,B,C",C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline
ac0111,2026-05-07T01:02:08,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact
LI_01,2026-05-07T01:37:25,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
LI_01,2026-05-07T01:37:25,clip_002,G016T000A001R013,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
LI_01,2026-05-07T01:37:25,clip_003,G017T000A001R006,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline
LI_01,2026-05-07T01:37:25,clip_004,G027T004A021R004,D,"A,B,C",C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star
LI_01,2026-05-07T01:37:25,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
LI_01,2026-05-07T01:37:25,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
LI_01,2026-05-07T01:37:25,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
LI_01,2026-05-07T01:37:25,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
LI_01,2026-05-07T01:37:25,clip_009,G053T000A000R004,D,"A,B,C",A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact
LI_01,2026-05-07T01:37:25,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact
LI_01,2026-05-07T01:37:29,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
LI_01,2026-05-07T01:37:29,clip_002,G016T000A001R013,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
LI_01,2026-05-07T01:37:29,clip_003,G017T000A001R006,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline
LI_01,2026-05-07T01:37:29,clip_004,G027T004A021R004,D,"A,B,C",C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star
LI_01,2026-05-07T01:37:29,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
LI_01,2026-05-07T01:37:29,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
LI_01,2026-05-07T01:37:29,clip_007,G043T003A016R010,D,"A,B,C",A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact
LI_01,2026-05-07T01:37:29,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
LI_01,2026-05-07T01:37:29,clip_009,G053T000A000R004,D,"A,B,C",A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact
LI_01,2026-05-07T01:37:29,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,B,baseline,C,hireact,A,hireact_star,C,hireact,B,baseline,A,hireact_star
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_007,G043T003A016R010,D,"A,B,C",B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_008,G053T000A000R001,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,C,hireact_star,A,baseline,B,hireact,C,hireact_star,A,baseline,B,hireact,C,hireact_star,A,baseline
MAJINGZHESTUDENTDZQ,2026-05-07T01:40:33,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline
sirui,2026-05-06T19:06:41,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,A,baseline,B,hireact_star,C,hireact,B,hireact_star,A,baseline,C,hireact,A,baseline,B,hireact_star
sirui,2026-05-06T19:06:41,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star
sirui,2026-05-06T19:06:41,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,C,baseline,A,hireact_star,B,hireact,A,hireact_star,C,baseline
sirui,2026-05-06T19:06:41,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline
sirui,2026-05-06T19:06:41,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline
sirui,2026-05-06T19:06:41,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star
sirui,2026-05-06T19:06:41,clip_007,G043T003A016R010,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,B,hireact_star,C,hireact,A,baseline
sirui,2026-05-06T19:06:41,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline
sirui,2026-05-06T19:06:41,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,C,hireact_star,A,baseline,B,hireact,C,hireact_star,A,baseline,C,hireact_star,B,hireact,A,baseline
sirui,2026-05-06T19:06:41,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline
zhuomin,2026-05-06T19:13:11,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,A,baseline,B,hireact_star,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
zhuomin,2026-05-06T19:13:11,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline
zhuomin,2026-05-06T19:13:11,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,C,baseline,A,hireact_star,B,hireact,A,hireact_star,C,baseline
zhuomin,2026-05-06T19:13:11,clip_004,G027T004A021R004,D,"A,B,C",A,hireact_star,B,hireact,C,baseline,B,hireact,A,hireact_star,C,baseline,A,hireact_star,C,baseline,B,hireact
zhuomin,2026-05-06T19:13:11,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline,C,hireact,B,baseline,A,hireact_star
zhuomin,2026-05-06T19:13:11,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
zhuomin,2026-05-06T19:13:11,clip_007,G043T003A016R010,D,"A,B,C",B,hireact_star,A,baseline,C,hireact,A,baseline,B,hireact_star,C,hireact,B,hireact_star,A,baseline,C,hireact
zhuomin,2026-05-06T19:13:11,clip_008,G053T000A000R001,D,"A,B,C",B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact,C,hireact,A,hireact_star,B,baseline
zhuomin,2026-05-06T19:13:11,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,C,hireact_star,A,baseline,C,hireact_star,B,hireact,A,baseline,B,hireact,C,hireact_star,A,baseline
zhuomin,2026-05-06T19:13:11,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline
zhaozhen,2026-05-06T19:18:08,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,A,baseline,B,hireact_star,C,hireact,B,hireact_star,A,baseline,B,hireact_star,C,hireact,A,baseline
zhaozhen,2026-05-06T19:18:08,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star
zhaozhen,2026-05-06T19:18:08,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline,B,hireact,A,hireact_star,C,baseline
zhaozhen,2026-05-06T19:18:08,clip_004,G027T004A021R004,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,A,hireact_star,C,baseline,B,hireact,B,hireact,A,hireact_star,C,baseline
zhaozhen,2026-05-06T19:18:08,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,C,hireact,A,hireact_star,B,baseline,B,baseline,C,hireact,A,hireact_star
zhaozhen,2026-05-06T19:18:08,clip_006,G033T000A001R004,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,B,baseline,C,hireact
zhaozhen,2026-05-06T19:18:08,clip_007,G043T003A016R010,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,B,hireact_star,A,baseline,C,hireact,C,hireact,A,baseline,B,hireact_star
zhaozhen,2026-05-06T19:18:08,clip_008,G053T000A000R001,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,B,baseline,A,hireact_star,C,hireact,C,hireact,B,baseline,A,hireact_star
zhaozhen,2026-05-06T19:18:08,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,C,hireact_star,A,baseline,C,hireact_star,B,hireact,A,baseline,B,hireact,C,hireact_star,A,baseline
zhaozhen,2026-05-06T19:18:08,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline
zhixin,2026-05-06T20:20:55,clip_001,G002T000A001R005,D,"A,B,C",B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline,B,hireact_star,C,hireact,A,baseline
zhixin,2026-05-06T20:20:55,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,B,baseline,C,hireact,A,hireact_star,C,hireact,A,hireact_star,B,baseline
zhixin,2026-05-06T20:20:55,clip_003,G017T000A001R006,D,"A,B,C",B,hireact,C,baseline,A,hireact_star,B,hireact,C,baseline,A,hireact_star,B,hireact,A,hireact_star,C,baseline
zhixin,2026-05-06T20:20:55,clip_004,G027T004A021R004,D,"A,B,C",B,hireact,A,hireact_star,C,baseline,A,hireact_star,C,baseline,B,hireact,B,hireact,C,baseline,A,hireact_star
zhixin,2026-05-06T20:20:55,clip_005,G032T000A001R006,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,B,baseline,C,hireact,A,hireact_star,C,hireact,A,hireact_star,B,baseline
zhixin,2026-05-06T20:20:55,clip_006,G033T000A001R004,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,C,hireact,B,baseline,A,hireact_star,B,baseline,C,hireact
zhixin,2026-05-06T20:20:55,clip_007,G043T003A016R010,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star
zhixin,2026-05-06T20:20:55,clip_008,G053T000A000R001,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,C,hireact,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star
zhixin,2026-05-06T20:20:55,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,C,hireact_star,A,baseline,C,hireact_star,B,hireact,A,baseline,B,hireact,C,hireact_star,A,baseline
zhixin,2026-05-06T20:20:55,clip_010,G053T003A016R006,D,"A,B,C",C,hireact,B,baseline,A,hireact_star,A,hireact_star,C,hireact,B,baseline,C,hireact,A,hireact_star,B,baseline
feng,2026-05-06T20:25:37,clip_001,G002T000A001R005,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact
feng,2026-05-06T20:25:37,clip_002,G016T000A001R013,D,"A,B,C",C,hireact,A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,B,baseline,A,hireact_star,C,hireact
feng,2026-05-06T20:25:37,clip_003,G017T000A001R006,D,"A,B,C",C,baseline,A,hireact_star,B,hireact,C,baseline,B,hireact,A,hireact_star,C,baseline,A,hireact_star,B,hireact
feng,2026-05-06T20:25:37,clip_004,G027T004A021R004,D,"A,B,C",C,baseline,B,hireact,A,hireact_star,B,hireact,A,hireact_star,C,baseline,C,baseline,A,hireact_star,B,hireact
feng,2026-05-06T20:25:37,clip_005,G032T000A001R006,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact
feng,2026-05-06T20:25:37,clip_006,G033T000A001R004,D,"A,B,C",B,baseline,C,hireact,A,hireact_star,B,baseline,A,hireact_star,C,hireact,C,hireact,B,baseline,A,hireact_star
feng,2026-05-06T20:25:37,clip_007,G043T003A016R010,D,"A,B,C",C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline,C,hireact,B,hireact_star,A,baseline
feng,2026-05-06T20:25:37,clip_008,G053T000A000R001,D,"A,B,C",A,hireact_star,B,baseline,C,hireact,A,hireact_star,B,baseline,C,hireact,C,hireact,B,baseline,A,hireact_star
feng,2026-05-06T20:25:37,clip_009,G053T000A000R004,D,"A,B,C",B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star,B,hireact,A,baseline,C,hireact_star
feng,2026-05-06T20:25:37,clip_010,G053T003A016R006,D,"A,B,C",A,hireact_star,C,hireact,B,baseline,B,baseline,A,hireact_star,C,hireact,B,baseline,A,hireact_star,C,hireact
